hospital_name,hospital_type,address,hq_city,hq_state,hq_zip,county,state,state_fips,county_fips,fips,licensed_beds,staffed_beds,icu_beds,adult_icu_beds,pedi_icu_beds,bed_utilization,avg_ventilator_usage,increase_in_bed_capacity
"""Doctors Memorial Hospital""","""Critical Access Hospital""","""2600 Hospital Dr""","""Bonifay""","""FL""","""32425""","""Holmes""","""Florida""","""12""","""059""","""12059""",20,20,3,3,0,0.45698631,2,0
"""Cleveland Clinic Indian River Hospital (FKA Indian River Medical Center)""","""Short Term Acute Care Hospital""","""1000 36th St""","""Vero Beach""","""FL""","""32960""","""Indian River""","""Florida""","""12""","""061""","""12061""",332,310,24,24,0,0.48579761,7,22
"""Sebastian River Medical Center""","""Short Term Acute Care Hospital""","""13695 Us Highway 1""","""Sebastian""","""FL""","""32958""","""Indian River""","""Florida""","""12""","""061""","""12061""",154,121,16,16,0,0.44811502,4,33
"""Jackson Hospital""","""Short Term Acute Care Hospital""","""4250 Hospital Dr""","""Marianna""","""FL""","""32446""","""Jackson""","""Florida""","""12""","""063""","""12063""",100,66,7,7,0,0.52569532,3,34
"""UF Health the Villages Hospital (FKA the Villages Regional Hospital)""","""Short Term Acute Care Hospital""","""1451 El Camino Real""","""The Villages""","""FL""","""32159""","""Sumter""","""Florida""","""12""","""119""","""12119""",307,277,56,56,0,0.58347261,8,30
"""UF Health Leesburg Hospital (FKA Leesburg Regional Medical Center)""","""Short Term Acute Care Hospital""","""600 E Dixie Ave""","""Leesburg""","""FL""","""34748""","""Lake""","""Florida""","""12""","""069""","""12069""",332,308,46,46,0,0.59330189,7,24
"""AdventHealth Waterman (FKA Florida Hospital Waterman)""","""Short Term Acute Care Hospital""","""1000 Waterman Way""","""Tavares""","""FL""","""32778""","""Lake""","""Florida""","""12""","""069""","""12069""",303,269,47,47,0,0.59308445,6,34
"""Orlando Health South Lake Hospital""","""Short Term Acute Care Hospital""","""1900 Don Wickham Dr""","""Clermont""","""FL""","""34711""","""Lake""","""Florida""","""12""","""069""","""12069""",170,140,16,16,0,0.87238747,6,30
"""Lehigh Regional Medical Center""","""Short Term Acute Care Hospital""","""1500 Lee Blvd""","""Lehigh Acres""","""FL""","""33936""","""Lee""","""Florida""","""12""","""071""","""12071""",88,78,8,8,0,0.35862312,4,10
"""Lee Memorial Hospital""","""Short Term Acute Care Hospital""","""2776 Cleveland Ave""","""Fort Myers""","""FL""","""33901""","""Lee""","""Florida""","""12""","""071""","""12071""",414,355,75,75,129,0.71094799,40,59
"""Gulf Coast Medical Center""","""Short Term Acute Care Hospital""","""13681 Doctors Way""","""Fort Myers""","""FL""","""33912""","""Lee""","""Florida""","""12""","""071""","""12071""",647,356,36,36,0,0.76579189,23,291
"""Cape Coral Hospital""","""Short Term Acute Care Hospital""","""636 Del Prado Blvd""","""Cape Coral""","""FL""","""33990""","""Lee""","""Florida""","""12""","""071""","""12071""",291,291,22,22,23,0.647771,21,0
"""Capital Regional Medical Center""","""Short Term Acute Care Hospital""","""2626 Capital Medical Blvd""","""Tallahassee""","""FL""","""32308""","""Leon""","""Florida""","""12""","""073""","""12073""",266,266,20,20,0,0.69814909,7,0
"""Tallahassee Memorial HealthCare""","""Short Term Acute Care Hospital""","""1300 Miccosukee Rd""","""Tallahassee""","""FL""","""32308""","""Leon""","""Florida""","""12""","""073""","""12073""",772,386,30,30,30,0.91878062,25,386
"""Blake Medical Center""","""Short Term Acute Care Hospital""","""2020 59th St W""","""Bradenton""","""FL""","""34209""","""Manatee""","""Florida""","""12""","""081""","""12081""",383,355,43,43,0,0.59572417,8,28
"""Manatee Memorial Hospital""","""Short Term Acute Care Hospital""","""206 2nd St E""","""Bradenton""","""FL""","""34208""","""Manatee""","""Florida""","""12""","""081""","""12081""",295,295,35,35,6,0.75734389,8,0
"""Lakewood Ranch Medical Center""","""Short Term Acute Care Hospital""","""8330 Lakewood Ranch Blvd""","""Bradenton""","""FL""","""34202""","""Manatee""","""Florida""","""12""","""081""","""12081""",120,120,20,20,0,0.55892694,5,0
"""AdventHealth Ocala (FKA Munroe Regional Medical Center)""","""Short Term Acute Care Hospital""","""1500 Sw 1st Ave""","""Ocala""","""FL""","""34471""","""Marion""","""Florida""","""12""","""083""","""12083""",425,425,44,44,0,0.50583816,10,0
"""Ocala Regional Medical Center""","""Short Term Acute Care Hospital""","""1431 SW 1st Ave""","""Ocala""","""FL""","""34471""","""Marion""","""Florida""","""12""","""083""","""12083""",256,200,66,66,0,0.87313598,16,56
"""Cleveland Clinic Martin North Hospital (FKA Martin Medical Center)""","""Short Term Acute Care Hospital""","""200 Se Hospital Ave""","""Stuart""","""FL""","""34994""","""Martin""","""Florida""","""12""","""085""","""12085""",244,244,66,66,0,0.60936552,17,0
"""Mount Sinai Medical Center (FL)""","""Short Term Acute Care Hospital""","""4300 Alton Rd""","""Miami Beach""","""FL""","""33140""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",672,481,72,72,0,0.60677242,16,191
"""Larkin Community Hospital - Palm Springs Campus (FKA Palm Springs General Hospital)""","""Short Term Acute Care Hospital""","""1475 W 49th Pl""","""Hialeah""","""FL""","""33012""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",247,119,14,14,0,0.40694857,4,128
"""North Shore Medical Center""","""Short Term Acute Care Hospital""","""1100 Nw 95th St""","""Miami""","""FL""","""33150""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",337,305,58,58,18,0.44775259,14,32
"""Jackson Memorial Hospital""","""Short Term Acute Care Hospital""","""1611 Nw 12th Ave""","""Miami""","""FL""","""33136""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",1493,1622,91,91,97,0.60090029,24,-129
"""Baptist Hospital""","""Short Term Acute Care Hospital""","""8900 N Kendall Dr""","""Miami""","""FL""","""33176""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",728,705,40,40,36,0.72941613,20,23
"""Hialeah Hospital""","""Short Term Acute Care Hospital""","""651 E 25th St""","""Hialeah""","""FL""","""33013""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",366,350,21,21,10,0.3582826,9,16
"""Sylvester Comprehensive Cancer Center""","""Short Term Acute Care Hospital""","""1475 Nw 12th Ave""","""Miami""","""FL""","""33136""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",40,553,47,47,0,0.52082187,8,-513
"""Kendall Regional Medical Center""","""Short Term Acute Care Hospital""","""11750 SW 40th St""","""Miami""","""FL""","""33175""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",417,394,52,52,20,0.6977331,15,23
"""Larkin Community Hospital - South Miami Campus""","""Short Term Acute Care Hospital""","""7031 Sw 62nd Ave""","""South Miami""","""FL""","""33143""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",146,118,8,8,0,0.5855816,2,28
"""Coral Gables Hospital""","""Short Term Acute Care Hospital""","""3100 S Douglas Rd""","""Coral Gables""","""FL""","""33134""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",245,245,16,16,0,0.32847637,6,0
"""Palmetto General Hospital""","""Short Term Acute Care Hospital""","""2001 W 68th St""","""Hialeah""","""FL""","""33016""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",368,368,57,57,15,0.58554941,14,0
"""Homestead Hospital""","""Short Term Acute Care Hospital""","""975 Baptist Way""","""Homestead""","""FL""","""33033""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",147,147,16,16,0,0.56073105,5,0
"""South Miami Hospital""","""Short Term Acute Care Hospital""","""6200 Sw 73rd St""","""Miami""","""FL""","""33143""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",436,436,28,28,62,0.44535002,12,0
"""Aventura Hospital and Medical Center""","""Short Term Acute Care Hospital""","""20900 Biscayne Blvd""","""Aventura""","""FL""","""33180""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",407,351,77,77,0,0.78764391,12,56
"""Doctors Hospital""","""Short Term Acute Care Hospital""","""5000 University Dr""","""Coral Gables""","""FL""","""33146""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",281,281,12,12,0,0.23751767,4,0
"""Miami VA Healthcare System - Bruce W Carter VA Medical Center""","""VA Hospital""","""1201 Nw 16th St""","""Miami""","""FL""","""33125""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",372,372,1,1,null,null,2,0
"""Westchester General Hospital""","""Short Term Acute Care Hospital""","""2500 Sw 75th Ave""","""Miami""","""FL""","""33155""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",125,125,8,8,0,0.38043052,2,0
"""Douglas Gardens Hospital (AKA Miami Jewish Health Systems)""","""Short Term Acute Care Hospital""","""5200 Ne 2nd Ave""","""Miami""","""FL""","""33137""","""Miami-Dade""","""Florida""","""12""","""086""","""12086""",32,32,6,6,0,0.24257173,0,0
"""Lower Keys Medical Center""","""Short Term Acute Care Hospital""","""5900 College Rd""","""Key West""","""FL""","""33040""","""Monroe""","""Florida""","""12""","""087""","""12087""",118,99,9,9,0,0.23176976,2,19
"""Mariners Hospital""","""Critical Access Hospital""","""91500 Overseas Hwy""","""Tavernier""","""FL""","""33070""","""Monroe""","""Florida""","""12""","""087""","""12087""",25,25,4,4,0,0.1580274,2,0
"""Fishermens Community Hospital""","""Critical Access Hospital""","""3301 Overseas Hwy""","""Marathon""","""FL""","""33050""","""Monroe""","""Florida""","""12""","""087""","""12087""",4,5,1,1,0,0.017534247,2,-1
"""Baptist Medical Center Nassau""","""Short Term Acute Care Hospital""","""1250 S 18th St""","""Fernandina Beach""","""FL""","""32034""","""Nassau""","""Florida""","""12""","""089""","""12089""",62,54,9,9,0,0.55428714,3,8
"""North Okaloosa Medical Center""","""Short Term Acute Care Hospital""","""151 E Redstone Ave""","""Crestview""","""FL""","""32539""","""Okaloosa""","""Florida""","""12""","""091""","""12091""",110,110,20,20,0,0.46910083,4,0
"""Fort Walton Beach Medical Center""","""Short Term Acute Care Hospital""","""1000 Mar Walt Dr""","""Fort Walton Beach""","""FL""","""32547""","""Okaloosa""","""Florida""","""12""","""091""","""12091""",237,189,23,23,10,0.84086508,9,48
"""Twin Cities Hospital""","""Short Term Acute Care Hospital""","""2190 Highway 85 N""","""Niceville""","""FL""","""32578""","""Okaloosa""","""Florida""","""12""","""091""","""12091""",65,65,8,8,0,0.36712906,2,0
"""Raulerson Hospital""","""Short Term Acute Care Hospital""","""1796 US Highway 441 N""","""Okeechobee""","""FL""","""34972""","""Okeechobee""","""Florida""","""12""","""093""","""12093""",100,100,8,8,0,0.40278688,3,0
"""Orlando Health Orlando Regional Medical Center""","""Short Term Acute Care Hospital""","""52 W Underwood St""","""Orlando""","""FL""","""32806""","""Orange""","""Florida""","""12""","""095""","""12095""",898,808,71,71,159,0.74880534,21,90
"""AdventHealth Orlando (FKA Florida Hospital Orlando)""","""Short Term Acute Care Hospital""","""601 E Rollins St""","""Orlando""","""FL""","""32803""","""Orange""","""Florida""","""12""","""095""","""12095""",1364,2247,221,221,118,0.65472943,30,-883
"""Orlando Health - Health Central Hospital""","""Short Term Acute Care Hospital""","""10000 W Colonial Dr""","""Ocoee""","""FL""","""34761""","""Orange""","""Florida""","""12""","""095""","""12095""",216,211,14,14,0,0.72792315,4,5
"""Osceola Regional Medical Center""","""Short Term Acute Care Hospital""","""700 W Oak St""","""Kissimmee""","""FL""","""34741""","""Osceola""","""Florida""","""12""","""097""","""12097""",404,345,52,52,24,0.82553262,9,59
"""Orlando Health St Cloud Hospital (FKA St Cloud Regional Medical Center)""","""Short Term Acute Care Hospital""","""2906 17th St""","""Saint Cloud""","""FL""","""34769""","""Osceola""","""Florida""","""12""","""097""","""12097""",84,84,8,8,0,0.54468364,3,0
"""Delray Medical Center""","""Short Term Acute Care Hospital""","""5352 Linton Blvd""","""Delray Beach""","""FL""","""33484""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",536,339,52,52,0,0.72509676,16,197
"""West Palm Beach VA Medical Center""","""VA Hospital""","""7305 N Military Trl""","""West Palm Beach""","""FL""","""33410""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",254,254,2,2,null,null,2,0
"""Good Samaritan Medical Center""","""Short Term Acute Care Hospital""","""1309 N Flagler Dr""","""West Palm Beach""","""FL""","""33401""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",333,333,22,22,7,0.3491196,6,0
"""St Marys Medical Center""","""Short Term Acute Care Hospital""","""901 45th St""","""West Palm Beach""","""FL""","""33407""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",460,370,26,26,45,0.61821002,9,90
"""Wellington Regional Medical Center""","""Short Term Acute Care Hospital""","""10101 Forest Hill Blvd""","""Wellington""","""FL""","""33414""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",235,233,16,16,25,0.63902324,7,2
"""West Boca Medical Center""","""Short Term Acute Care Hospital""","""21644 State Road 7""","""Boca Raton""","""FL""","""33428""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",195,194,16,16,39,0.52622509,4,1
"""Palms West Hospital""","""Short Term Acute Care Hospital""","""13001 Southern Blvd""","""Loxahatchee""","""FL""","""33470""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",204,204,18,18,10,0.65845656,4,0
"""Lakeside Medical Center""","""Short Term Acute Care Hospital""","""39200 Hooker Hwy""","""Belle Glade""","""FL""","""33430""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",70,54,6,6,0,0.25520042,2,16
"""Boca Raton Regional Hospital""","""Short Term Acute Care Hospital""","""800 Meadows Rd""","""Boca Raton""","""FL""","""33486""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",400,370,41,41,10,0.6334765,15,30
"""Palm Beach Gardens Medical Center""","""Short Term Acute Care Hospital""","""3360 Burns Rd""","""Palm Beach Gardens""","""FL""","""33410""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",199,199,44,44,0,0.68636334,6,0
"""Jupiter Medical Center""","""Short Term Acute Care Hospital""","""1210 S Old Dixie Hwy""","""Jupiter""","""FL""","""33458""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",242,207,17,17,0,0.6336841,4,35
"""JFK Medical Center North Campus (FKA West Palm Hospital)""","""Short Term Acute Care Hospital""","""2201 45th St""","""West Palm Beach""","""FL""","""33407""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",245,168,20,20,0,0.38714287,3,77
"""Bethesda Hospital East (FKA Bethesda Memorial Hospital)""","""Short Term Acute Care Hospital""","""2815 S Seacrest Blvd""","""Boynton Beach""","""FL""","""33435""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",401,431,40,40,0,0.59276068,14,-30
"""JFK Medical Center""","""Short Term Acute Care Hospital""","""5301 S Congress Ave""","""Atlantis""","""FL""","""33462""","""Palm Beach""","""Florida""","""12""","""099""","""12099""",558,486,72,72,0,0.54029268,16,72
"""AdventHealth Zephyrhills (FKA Florida Hospital Zephyrhills)""","""Short Term Acute Care Hospital""","""7050 Gall Blvd""","""Zephyrhills""","""FL""","""33541""","""Pasco""","""Florida""","""12""","""101""","""12101""",149,149,14,14,0,0.64447916,3,0
"""Morton Plant North Bay Hospital""","""Short Term Acute Care Hospital""","""6600 Madison St""","""New Port Richey""","""FL""","""34652""","""Pasco""","""Florida""","""12""","""101""","""12101""",150,192,22,22,0,0.76924944,4,-42
"""Medical Center of Trinity (FKA Community Hospital)""","""Short Term Acute Care Hospital""","""9330 State Road 54""","""Trinity""","""FL""","""34655""","""Pasco""","""Florida""","""12""","""101""","""12101""",278,245,34,34,12,0.67035842,6,33
"""AdventHealth Dade City (FKA Florida Hospital Dade City)""","""Short Term Acute Care Hospital""","""13100 Fort King Rd""","""Dade City""","""FL""","""33525""","""Pasco""","""Florida""","""12""","""101""","""12101""",120,75,12,12,0,0.1947259,2,45
"""Regional Medical Center Bayonet Point""","""Short Term Acute Care Hospital""","""14000 Fivay Rd""","""Hudson""","""FL""","""34667""","""Pasco""","""Florida""","""12""","""101""","""12101""",290,290,20,20,0,0.7432071,9,0
"""Mease Countryside Hospital""","""Short Term Acute Care Hospital""","""3231 Mcmullen Booth Rd""","""Safety Harbor""","""FL""","""34695""","""Pinellas""","""Florida""","""12""","""103""","""12103""",311,299,26,26,10,0.66179502,7,12
